signal,param,value,arch,seed,N_sens,mean_amp_corr,mean_freq_corr,mean_plv,mean_phase_deg,rmse_o1_g,rmse_ref_o1,rmse_ref_g,conv_threshold_time_s,conv_settle_time_s,conv_reached_threshold,steady_err_o1_g,sim_time_s,sim_python_peak_mem_mb,sim_rss_peak_delta_mb,train_time_s
lorenz,eta,0.001,PC-EC,2,540,0.7129211177415247,0.678732247335267,0.9997810124552448,4.771382761479484,0.003824806136658326,0.3752010625712522,0.37526376122479566,0.537,1.085,True,0.006562298457388221,4.189357764000306,26.555559158325195,4.5078125,1.0149294620005094
lorenz,eta,0.001,PC-SC,2,540,0.7016228596979045,0.6149916943482133,0.9997628004728528,2.744203607261765,0.0024533931994948116,0.3752010625712522,0.37524685596040525,0.529,1.074,True,0.004176585640750255,5.808253520001017,34.71084022521973,9.30078125,1.0149294620005094
lorenz,eta,0.01,PC-EC,0,540,0.9997363228118932,0.9962453010649822,0.9997272866140144,0.12632389853417625,0.0037544521869256092,0.27426282284615766,0.2744941337283121,0.533,22.218,True,0.007015930063265596,4.213687072999164,25.18120002746582,3.99609375,1.0680147309994936
lorenz,eta,0.01,PC-SC,0,540,0.0,0.19912944407375863,0.3713803461345006,95.88933481745114,inf,0.27426282284615766,inf,29.131,0.0,True,inf,5.882392923000225,34.80124092102051,9.515625,1.0680147309994936
lorenz,eta,0.01,PC-EC,1,540,0.17671666855733748,-0.035062072793518355,0.23897749659597087,87.6629653551402,6.4067597239601676e+150,0.384253708242322,6.4067597239601676e+150,,30.0,False,3.3901991255172454e+151,4.291691619999256,28.92514991760254,6.61328125,1.0808055729994521
lorenz,eta,0.01,PC-SC,1,540,0.9990434966728801,0.7629664471748302,0.9986169362982045,0.01984887587915567,0.006878378089623529,0.384253708242322,0.3845296570152561,0.588,28.761,True,0.012643448696102812,5.8190264139993815,32.76133155822754,8.64453125,1.0808055729994521
lorenz,eta,0.01,PC-EC,2,540,-0.03519120684387583,0.052426429843733496,0.01077268270725624,19.59846522774266,8.102446894489734,0.3752010625712522,8.11110015037533,,20.129,False,3.8813188870592157,4.247771239999565,27.70078468322754,5.5390625,1.0149294620005094
lorenz,eta,0.01,PC-SC,2,540,0.0,0.20430395357041695,0.004827142378008606,69.50507106548672,inf,0.3752010625712522,inf,20.071,0.0,True,inf,5.85278119600116,34.56185054779053,9.296875,1.0149294620005094
lorenz,ridge_lambda_rec,0.0001,PC-EC,0,540,0.9936934573027418,0.9746698846674354,0.9965823834980915,3.4376207072414195,0.03159926142430094,0.38206774508716934,0.3843407378874167,29.330000000000002,29.418,True,0.06743073960854012,4.279681951000384,25.57591438293457,4.48046875,1.0417062859996804
lorenz,ridge_lambda_rec,0.0001,PC-SC,0,540,0.9991032864625042,0.9957183366238919,0.9994454080364302,1.2547397140764356,0.011627468205394011,0.38206774508716934,0.3832727674540408,0.531,29.403000000000002,True,0.024772303510796158,5.792485590000069,34.53342628479004,9.6328125,1.0417062859996804
lorenz,ridge_lambda_rec,0.0001,PC-EC,1,540,0.9479978683991884,0.9085639000361079,0.9998776665151422,2.4536601493774515,0.0024761368655313656,0.3703192822867844,0.3704666439443882,0.529,1.043,True,0.004299499388208147,4.4126185400000395,27.612497329711914,5.39453125,1.0227630650006176
lorenz,ridge_lambda_rec,0.0001,PC-SC,1,540,0.8630860666021077,0.7238220851011302,0.9996160576859116,5.637656436970175,0.005415566249705187,0.3703192822867844,0.3706711018938527,0.555,1.05,True,0.009367600069943902,5.6385375230001955,33.06822395324707,8.96875,1.0227630650006176
